,Product Name,Product Price,Product Favorite,Product Rating,Product Rating Count,Product URL,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Bağlantılar,Klavye,Garanti Süresi,HDMI
448,MONSTER,91.399 TL,132 kişi,3.8,4.0,https://www.trendyol.com/monster/semruk-s7-v9-2-3-intel-core-i9-13950hx-64-gb-ram-2tb-ssd-8-gb-rtx-4070-windows-11-17-qhd-240-hz-p-785876971,Intel Core i9,64 GB,2 TB,Windows,Monster Türkiye Garantili,Nvidia GeForce RTX 4070,17 inç,Oyun,Harici,8 GB,13950HX,24,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
449,ACER,24.999 TL,127 kişi,5.0,1.0,https://www.trendyol.com/acer/nitro-5-12-nesil-core-i5-12450h-rtx3050-4gb-8gb-512gb-ssd-15-6inc-w11-tasinabilir-gaming-bilgisayar-p-786615797,Intel Core i5,8 GB,SSD Yok,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,12+,12. Nesil,Yok,USB,Q Türkçe,2 Yıl,
450,CASPER,64.699 TL,421 kişi,4.0,5.0,https://www.trendyol.com/casper/excalibur-g911-1390-df70x-c-i9-13900hx-32gb-ddr5-ram-1tb-nvme-ssd-8gb-rtx4070-dos-gaming-laptop-p-672173710,Intel Core i9,32 GB,1 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 4070,16 inç,Oyun,Harici,8 GB,13900HX,24,13. Nesil,Yok,Bluetooth,Q Türkçe,2 Yıl,
451,ACER,24.499 TL,141 kişi,5.0,1.0,https://www.trendyol.com/acer/nitro-v-nh-qncey-00116-intel-core-i5-13420h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-anv15-p-808996991,Intel Core i5,16 GB,512 GB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,6 GB,13420H,8,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
452,LENOVO,22.799 TL,476 kişi,5.0,8.0,https://www.trendyol.com/lenovo/nb-thinkbook-21at003ytx-i5-1235u-16gb-512ssd-o-b-13-3-dos-un110lnv0755-p-772225637,Intel Core i5,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"13,3 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB,Q Türkçe (Aydınlatmalı),2 Yıl,
453,LENOVO,57.999 TL,,5.0,1.0,https://www.trendyol.com/lenovo/legion-5-intel-core-i7-12700h-64-gb-1-tb-ssd-rtx-3070-8gb-freedos-15-6-m300-mouse-p-803520979,Intel Core i7,64 GB,1 TB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX 3070,"15,6 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,HDMI - USB,Q Türkçe (RGB Aydınlatmalı),3 Yıl,
454,ASUS,14.899 TL,1911 kişi,4.5,31.0,https://www.trendyol.com/asus/vivobook-15-intel-core-i5-1235u-8gb-512gb-ssd-15-6-fhd-ips-dos-lacivert-laptop-x1504za-bq322-p-762266568,Intel Core i5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
455,LENOVO,29.300 TL,1583 kişi,4.7,27.0,https://www.trendyol.com/lenovo/ip-gaming3-intel-core-i5-12450h-8gb-512gb-rtx3050-dos-15-6-onyx-grey-gaming-laptop-82s9015utx-p-744554283,Intel Core i5,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
456,CASPER,15.099 TL,,1.0,2.0,https://www.trendyol.com/casper/nirvana-x600-1235-bu00x-m-f-intel-core-i5-1235u-16gb-ram-250gb-nvme-ssd-gen4-freedos-p-806558793,Intel Core i5,16 GB,250 GB,Free Dos,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
457,ACER,41.999 TL,207 kişi,5.0,1.0,https://www.trendyol.com/acer/nitro-5-an515-45-r7-5800h-16-gb-1-tb-ssd-rtx-3080-8-gb-dos-15-6-fhd-144-hz-notebook-nh-qbsey-003-p-758806845,AMD Ryzen 7,16 GB,1 TB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 3080,"15,6 inç",Oyun,Harici,8 GB,5800H,8,5. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
458,ACER,"37.372,50 TL",129 kişi,5.0,2.0,https://www.trendyol.com/acer/nitro-an515-58-7725-bilgisayar-intel-i7-12650h-16-gb-ddr5-ram-1-tb-ssd-rtx-4060-8gb-15-6-p-791039565,Intel Core i7,16 GB,1 TB,Linux,ACER Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12650H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
459,MSI,49.650 TL,302 kişi,4.0,2.0,https://www.trendyol.com/msi/katana-gf76-12ue-830xtr-intel-core-i7-12650h-16gb-512gb-ssd-rtx3060-freedos-17-3-fhd-144hz-p-759482428,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX3060,"17,3 inç",Oyun,Harici,6 GB,12650H,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
460,CASPER,13.699 TL,103 kişi,3.3,3.0,https://www.trendyol.com/casper/nirvana-c550-1235-8v00x-g-f-intel-core-i5-1235u-8gb-ram-500-gb-nvme-ssd-freedos-p-740918457,Intel Core i5,8 GB,500 GB,Free Dos,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
461,ACER,53.999 TL,124 kişi,5.0,5.0,https://www.trendyol.com/acer/nitro-16-an16-41-r7-7840hs-32-gb-512-gb-ssd-rtx-4070-8-gb-freedos-16-wqxga-165-hz-notebook-p-795315221,AMD Ryzen 7,32 GB,512 GB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 4070,16 inç,Oyun,Harici,8 GB,7840HS,8,Ryzen 7000 Serisi,Yok,HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
462,ASUS,29.999 TL,377 kişi,4.0,6.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp030-amd-ryzen-7-7735hs-8gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-p-711632611,AMD Ryzen 7,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7735HS,16,Ryzen 7000 Serisi,Yok,USB,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
463,MSI,46.999 TL,,5.0,1.0,https://www.trendyol.com/msi/katana-15-b13vgk-2023xtr-i7-13620h-16-gb-ddr5-512-ssd-8gb-rtx4070-gddr6-15-6-144hz-freedos-ful-p-822718254,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,"15,6 inç",Ofis - İş,Harici,8 GB,13620H,10,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
464,ASUS,17.899 TL,4983 kişi,4.6,143.0,https://www.trendyol.com/asus/x515ea-i5-15-6-hd-1135g7-laptop-ssd-8-gb-ram-256-gb-fhd-w11-p-335137108,Intel Core i5,8 GB,256 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1135G7,4,11. Nesil,Yok,,Q Türkçe,2 Yıl,
465,LENOVO,16.499 TL,,5.0,1.0,https://www.trendyol.com/lenovo/ideapad-slim-3-16iah8-intel-core-i5-12450h-16gb-512gb-ssd-16-wuxga-1920x1200-ips-fdos-83es002htr-p-835877646,Intel Core i5,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,16 inç,Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
466,MONSTER,41.099 TL,,4.0,4.0,https://www.trendyol.com/monster/abra-a7-v14-5-5-intel-core-i5-13500h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-17-3-fhd-144-hz-p-736945453,Intel Core i5,32 GB,1 TB,Windows,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"17,3 inç",Oyun,Harici,6 GB,13500H,12+,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
467,CASPER,24.999 TL,1180 kişi,3.4,5.0,https://www.trendyol.com/casper/excalibur-g770-1245-8vj0t-b-i5-12450h-8gb-ram-500gb-nvme-ssd-gen4-4gb-rtx3050-w11h-gaming-laptop-p-314093277,Intel Core i5,8 GB,500 GB,Windows,Casper Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
468,ACER,43.790 TL,373 kişi,4.9,9.0,https://www.trendyol.com/acer/nitro-5-an515-46-amd-ryzen-7-6800h-32-gb-1-tb-ssd-rtx-3070ti-8-gb-freedos-15-6-fhd-144-hz-tasi-p-756652764,AMD Ryzen 7,32 GB,1 TB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 3070Ti,"15,6 inç",Oyun,Harici,8 GB,6800H,8,Ryzen 6000 Serisi,Yok,HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
469,HP,28.999 TL,597 kişi,4.8,11.0,https://www.trendyol.com/hp/victus-16-d1048nt-i5-12500h-8gb-512gb-ssd-rtx3050-dos-16-1-fhd-144-hz-tasinabilir-bilgisayar-p-302218089,Intel Core i5,8 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,"16,1 inç",Oyun,Harici,4 GB ve altı,12500H,12+,12. Nesil,Yok,,Q Türkçe,2 Yıl,
470,Apple,38.999 TL,1380 kişi,4.7,38.0,https://www.trendyol.com/apple/macbook-air-13-m1-16gb-256gb-ssd-uzay-grisi-dizustu-bilgisayar-p-661734426,Apple M1,16 GB,256 GB,Mac Os,Apple Türkiye Garantili,M1 7 Çekirdekli,13 inç,Ev - Okul,Dahili,Paylaşımlı,Belirtilmemiş,8,Belirtilmemiş,Yok,HDMI,Q Türkçe,2 Yıl,
471,LENOVO,29.999 TL,,3.0,3.0,https://www.trendyol.com/lenovo/loq-intel-i5-12450h-8gb-ram-512gb-ssd-nvidia-geforce-rtx-4050-6gb-gddr6-15-6-fhd-ips-w11-gri-p-769527185,Intel Core i5,8 GB,512 GB,Windows,Lenovo Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,Paylaşımlı,12450H,4,11. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmasız),2 Yıl,
472,ACER,24.949 TL,,5.0,5.0,https://www.trendyol.com/acer/nitro-anv15-51-intel-i5-13420h-8gb-512gb-ssd-6gb-rtx3050-15-6-fhd-ips-144hz-w11h-nh-qncey-002-p-807745777,Intel Core i5,8 GB,512 GB,Windows,ACER Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,6 GB,13420H,8,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
473,LENOVO,17.000 TL,1164 kişi,4.2,20.0,https://www.trendyol.com/lenovo/ideapad-3-15itl6-i5-1155g7-8gb-256gb-ssd-15-6-fhd-freedos-82h803frtx-p-738590755,Intel Core i5,8 GB,256 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1155G7,4,11. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmasız),2 Yıl,
474,ACER,30.999 TL,,2.0,1.0,https://www.trendyol.com/acer/nitro-v-15-core-i7-13620h-24gb-512gb-ssd-rtx-4050-freedos-15-6-fhd-notebook-nh-qnbey-005-245-p-784207504,Intel Core i7,24 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,13620H,10,13. Nesil,Yok,HDMI - USB,Q Türkçe,2 Yıl,
475,CASPER,42.699 TL,210 kişi,1.0,1.0,https://www.trendyol.com/casper/excalibur-g870-1270-bfb0a-b-intel-core-i7-12700h-16gb-ram-1tb-nvme-ssd-gen4-8gb-rtx4060-w11-p-804805547,Intel Core i5,64 GB,4 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12700H,8,12. Nesil,Yok,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
476,MSI,38.999 TL,,5.0,1.0,https://www.trendyol.com/msi/msi-thin-gf63-12uc-666xtr-i7-12650h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-notebook-p-796511361,AMD A4,8 GB,500 GB,Free Dos,Resmi Distribütör Garantili,AMD Radeon R5 M430,14 inç,Ev - Okul,Harici,8 GB,1265U,1,2. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmasız),2 Yıl,
477,ASUS,11.975 TL,,4.0,1.0,https://www.trendyol.com/asus/vivobook-15-intel-core-i3-1215u-12gb-1tb-ssd-w11home-15-6-fhd-x1502za-ej164511-p-824451957,Intel Core i3,12 GB,1 TB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,Wi-Fi,Q Türkçe,2 Yıl,
478,ASUS,63.999 TL,597 kişi,4.2,15.0,https://www.trendyol.com/asus/rog-strix-g16-g614ji-n3188-intel-i7-13650hx-16gb-ddr5-1tb-pcie-ssd-8gb-rtx4070-16-165hz-dos-p-692774287,Intel Core i7,16 GB,1 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4070,16 inç,Oyun,Harici,8 GB,13650HX,14,13. Nesil,Yok,HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
479,MONSTER,19.199 TL,1390 kişi,4.2,5.0,https://www.trendyol.com/monster/huma-h4-v5-1-3-intel-core-i5-1235u-8gb-ram-500gb-ssd-freedos-14-1-fhd-p-456347013,Intel Core i5,8 GB,500 GB,Free Dos,Monster Türkiye Garantili,Intel Graphics,"14,1 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
480,HP,31.999 TL,1584 kişi,4.4,37.0,https://www.trendyol.com/hp/victus-16-e1004nt-amd-ryzen-7-6800h-16gb-512gb-rtx3050ti-16-1-fhd-144-hz-dos-68s20ea-p-329146480,AMD Ryzen 7,16 GB,512 GB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 3050 Ti,"16,1 inç",Oyun,Harici,4 GB ve altı,5800H,8,6. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
481,ASUS,135.999 TL,102 kişi,3.0,2.0,https://www.trendyol.com/asus/rog-strix-scar-g18-g834jy-n6041-intel-i9-13980hx-32gb-ddr5-2tb-ssd-16gb-rtx4090-18-240hz-dos-p-661497719,Intel Core i9,32 GB,2 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4090,18 inç,Oyun,Harici,16 GB,13980HX,24,13. Nesil,Yok,HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
482,LENOVO,11.799 TL,,5.0,2.0,https://www.trendyol.com/lenovo/ideapad-3-15iau7-intel-core-i3-1215u-24gb-256gb-ssd-windows-11-home-15-6-82rk00yatxa49-p-812253745,Intel Core i3,24 GB,256 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
483,ASUS,38.036 TL,1639 kişi,4.4,35.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn009-i7-12700h-16gb-ram-512gb-ssd-4gb-rtx3050-15-6-inc-fhd-144hz-p-665171839,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12700H,6,12. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
484,Honor,23.999 TL,1388 kişi,4.6,28.0,https://www.trendyol.com/honor/magicbook-x14-i5-10210u-8gb-ram-512gb-ssd-14-fhd-windows-10-space-gray-p-232806068,Intel Core i5,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,10210U,4,10. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
485,ACER,"15.267,42 TL",,5.0,1.0,https://www.trendyol.com/acer/aspire-3-intel-core-i5-1235u-8gb-512gb-ssd-mx550-freedos-15-6-fhd-nx-k6wey-008a22-p-810039456,Intel Core i5,8 GB,512 GB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce MX550,"15,6 inç",Ofis - İş,Harici,4 GB ve altı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
486,ACER,13.699 TL,,4.0,1.0,https://www.trendyol.com/acer/aspire-5-a515-57-intel-core-i5-12450h-8gb-256gb-ssd-freedos-15-6-tasinabilir-bilgisayar-p-790839611,Intel Core i5,8 GB,256 GB,Free Dos,ACER Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
487,ACER,27.250 TL,344 kişi,4.2,10.0,https://www.trendyol.com/acer/nitro-v-15-13-nesil-core-i5-13420h-rtx4050-6gb-8gb-1tb-ssd-15-6inc-freedos-p-794849833,Intel Core i5,8 GB,1 TB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,13420H,8,13. Nesil,Yok,HDMI - USB,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
488,CASPER,15.999 TL,908 kişi,4.4,14.0,https://www.trendyol.com/casper/nirvana-x600-1155-bv00x-g-f-intel-core-i5-1155g7-16-gb-ram-500gb-nvme-ssd-gen4-freedos-p-761309764,Intel Core i5,16 GB,500 GB,Free Dos,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1155G7,4,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
489,Apple,"101.101,99 TL",374 kişi,4.4,5.0,https://www.trendyol.com/apple/macbook-pro-m3-14-uzay-siyah-18gb-1tb-ssd-mrx43tu-a-p-777662380,Apple M3,18 GB,1 TB,Mac Os,Apple Türkiye Garantili,M3,14 inç,Ofis - İş,Dahili,Paylaşımlı,M3 Pro,12,3. Nesil,Yok,USB-C,Q Türkçe (Aydınlatmalı),2 Yıl,
490,HP,23.269 TL,224 kişi,5.0,3.0,https://www.trendyol.com/hp/250-g10-8a541ea-i7-1355u-16gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-778664757,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1335U,10,13. Nesil,Yok,HDMI - USB,Q Türkçe (Aydınlatmalı),2 Yıl,
491,ASUS,9.299 TL,7112 kişi,4.6,141.0,https://www.trendyol.com/asus/x515ea-bq2293w-intel-core-i3-1115g4-4-gb-ram-128-gb-ssd-15-6-fhd-win11-notebook-p-349920436,Intel Core i3,4 GB,128 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Oyun,Dahili,Paylaşımlı,1115G4,Belirtilmemiş,11. Nesil,Yok,Bluetooth,Q Türkçe,2 Yıl,
492,CASPER,23.999 TL,822 kişi,4.7,16.0,https://www.trendyol.com/casper/excalibur-g870-1245-bfg0x-b-i5-12450h-16gb-ram-1tb-nvme-ssd-gen4-4gb-rtx2050-dos-gaming-laptop-p-746289823,Intel Core i5,16 GB,1 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
493,Apple,67.999 TL,,5.0,1.0,https://www.trendyol.com/apple/macbook-pro-m1-pro-10c-cpu-16c-gpu-16gb-512gb-ssd-macos-14-qhd-uzay-grisi-z15gm1pro16512-tq6-p-253864803,Apple M1 Pro,16 GB,512 GB,Mac Os,Resmi Distribütör Garantili,Dahili Ekran Kartı,14 inç,Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,Bluetooth,Q Türkçe,2 Yıl,
494,LENOVO,22.700 TL,,4.5,2.0,https://www.trendyol.com/lenovo/ideapad-gaming-3-82s9011vtx-i5-12450h-8gb-512ssd-rtx3050-15-6-fullhd-w11h-tasinabilir-bilgis-p-772733588,Intel Core i5,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,HDMI - USB,Q Türkçe (Aydınlatmasız),2 Yıl,
495,ASUS,27.999 TL,150 kişi,5.0,1.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hc-hn457-intel-core-i5-11400h-16-gb-1-tb-ssd-rtx-3050-144-hz-freedos-15-6-p-751997678,Intel Core i5,16 GB,1 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,11400H,6,11. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
496,MONSTER,33.299 TL,590 kişi,4.5,13.0,https://www.trendyol.com/monster/abra-a5-v20-3-intel-core-i7-13700h-16-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-736035750,Intel Core i7,16 GB,500 GB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,13700H,14,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
497,HP,49.399 TL,586 kişi,4.4,5.0,https://www.trendyol.com/hp/victus-7p6b3ea-16-r0007nt-i7-13700h-16gb-1tb-rtx4070-8gb-16-1-inc-144hz-fhd-freedos-gaming-laptop-p-738506102,Intel Core i7,16 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,"16,1 inç",Oyun,Harici,8 GB,13700H,14,13. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
498,ASUS,58.499 TL,101 kişi,4.5,2.0,https://www.trendyol.com/asus/rog-strix-g16-g614jvr-n3098-intel-i9-14900hx-16gb-512gb-ssd-rtx4060-140watt-165hz-dos-16-wuxga-p-805947530,Intel Core i9,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4060,16 inç,Oyun,Harici,8 GB,14900HX,24,14. Nesil,Yok,USB,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
499,MONSTER,21.899 TL,1470 kişi,4.8,27.0,https://www.trendyol.com/monster/huma-h4-v5-1-5-intel-core-i5-1235u-8gb-ram-500gb-ssd-windows-11-14-1-fhd-rose-gold-p-463468991,Intel Core i5,8 GB,500 GB,Windows,Monster Türkiye Garantili,Intel Graphics,"14,1 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
500,ASUS,106.149 TL,,5.0,2.0,https://www.trendyol.com/asus/rog-strix-g18-g814jzr-n6092-gaming-i9-14900hx-32gb-1tb-ssd-rtx-4080-175watt-dos-18-240hz-wqxga-p-804440743,Intel Core i9,32 GB,1 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4080,18 inç,Oyun,Harici,12 GB,14900HX,24,14. Nesil,Yok,USB,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
501,ASUS,32.799 TL,,5.0,1.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx507vu-lp260-intel-i7-13620h-16gb-ddr5-512gb-pcie-ssd-6gb-rtx4050-15-6-fhd-144hz-fd-p-814167252,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Ofis - İş,Harici,6 GB,13620H,10,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
502,MONSTER,32.499 TL,3955 kişi,4.5,77.0,https://www.trendyol.com/monster/abra-a5-v21-2-2-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-787762482,Intel Core i5,32 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
503,LENOVO,10.699 TL,512 kişi,4.5,11.0,https://www.trendyol.com/lenovo/ip1-82qd0072tx-03-i3-1215u-16gb-256gb-ssd-15-6-freedos-p-778753053,Intel Core i3,16 GB,256 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
504,Dell,"25.896,19 TL",194 kişi,3.9,10.0,https://www.trendyol.com/dell/vostro-3520-i7-1255u-32gb-1-tb-ssd-15-6-fhd-120hz-w11pro-n1608pvnb3520ut044-p-810300359,Intel Core i7,32 GB,1 TB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1255U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
